Date_Time,Minute,Status,Min_Class
2020-06-28-19:53:45,53,0,f6
2020-06-28-19:53:45,53,1,f6
2020-06-28-19:53:48,53,1,f6
2020-06-28-19:53:49,53,0,f6
2020-06-28-19:53:50,53,1,f6
2020-06-28-19:53:50,53,0,f6
2020-06-28-19:53:50,53,1,f6
2020-06-28-19:53:50,53,1,f6
2020-06-28-19:53:50,53,1,f6
2020-06-28-19:53:52,53,0,f6
2020-06-28-19:53:52,53,0,f6
2020-06-28-19:53:53,53,1,f6
2020-06-28-19:53:55,53,0,f6
2020-06-28-19:53:55,53,0,f6
2020-06-28-19:53:55,53,1,f6
2020-06-28-19:53:55,53,0,f6
2020-06-28-19:53:57,53,1,f6
2020-06-28-19:53:58,53,0,f6
2020-06-28-19:53:58,53,1,f6
2020-06-28-19:53:58,53,1,f6
2020-06-28-19:54:01,54,1,f6
2020-06-28-19:54:01,54,1,f6
2020-06-28-19:54:02,54,0,f6
2020-06-28-19:54:04,54,0,f6
2020-06-28-19:54:04,54,1,f6
2020-06-28-19:54:06,54,1,f6
2020-06-28-19:54:06,54,1,f6
2020-06-28-19:54:07,54,1,f6
2020-06-28-19:54:07,54,0,f6
2020-06-28-19:54:07,54,0,f6
2020-06-28-19:54:08,54,0,f6
2020-06-28-19:54:10,54,0,f6
2020-06-28-19:54:10,54,0,f6
2020-06-28-19:54:11,54,1,f6
2020-06-28-19:54:12,54,0,f6
2020-06-28-19:54:12,54,0,f6
2020-06-28-19:54:13,54,1,f6
2020-06-28-19:54:14,54,1,f6
2020-06-28-19:54:14,54,0,f6
2020-06-28-19:54:14,54,1,f6
2020-06-28-19:54:14,54,1,f6
2020-06-28-19:54:14,54,1,f6
2020-06-28-19:54:16,54,1,f6
2020-06-28-19:54:16,54,1,f6
2020-06-28-19:54:17,54,0,f6
2020-06-28-19:54:18,54,0,f6
2020-06-28-19:54:18,54,1,f6
2020-06-28-19:54:19,54,0,f6
2020-06-28-19:54:19,54,1,f6
2020-06-28-19:54:19,54,1,f6
2020-06-28-19:54:21,54,0,f6
2020-06-28-19:54:21,54,0,f6
2020-06-28-19:54:22,54,1,f6
2020-06-28-19:54:23,54,0,f6
2020-06-28-19:54:23,54,1,f6
2020-06-28-19:54:23,54,0,f6
2020-06-28-19:54:23,54,1,f6
2020-06-28-19:54:24,54,1,f6
2020-06-28-19:54:25,54,0,f6
2020-06-28-19:54:25,54,1,f6
2020-06-28-19:54:26,54,1,f6
2020-06-28-19:54:27,54,1,f6
2020-06-28-19:54:28,54,0,f6
2020-06-28-19:54:28,54,0,f6
2020-06-28-19:54:29,54,1,f6
2020-06-28-19:54:30,54,0,f6
2020-06-28-19:54:30,54,1,f6
2020-06-28-19:54:33,54,1,f6
2020-06-28-19:54:33,54,0,f6
2020-06-28-19:54:33,54,0,f6
2020-06-28-19:54:34,54,0,f6
2020-06-28-19:54:34,54,1,f6
2020-06-28-19:54:35,54,1,f6
2020-06-28-19:54:35,54,1,f6
2020-06-28-19:54:35,54,1,f6
2020-06-28-19:54:36,54,1,f6
2020-06-28-19:54:36,54,1,f6
2020-06-28-19:54:36,54,1,f6
2020-06-28-19:54:37,54,1,f6
2020-06-28-19:54:39,54,0,f6
2020-06-28-19:54:40,54,0,f6
2020-06-28-19:54:41,54,0,f6
2020-06-28-19:54:42,54,0,f6
2020-06-28-19:54:42,54,0,f6
2020-06-28-19:54:42,54,0,f6
2020-06-28-19:54:43,54,0,f6
2020-06-28-19:54:43,54,0,f6
2020-06-28-19:54:45,54,0,f6
2020-06-28-19:54:45,54,1,f6
2020-06-28-19:54:46,54,1,f6
2020-06-28-19:54:49,54,1,f6
2020-06-28-19:54:51,54,1,f6
2020-06-28-19:54:51,54,0,f6
2020-06-28-19:54:51,54,1,f6
2020-06-28-19:54:52,54,0,f6
2020-06-28-19:54:52,54,1,f6
2020-06-28-19:54:52,54,0,f6
2020-06-28-19:54:54,54,1,f6
2020-06-28-19:54:56,54,1,f6
2020-06-28-19:54:57,54,1,f6
2020-06-28-19:54:57,54,1,f6
2020-06-28-19:54:58,54,1,f6
2020-06-28-19:54:58,54,0,f6
2020-06-28-19:55:00,55,1,f6
2020-06-28-19:55:00,55,0,f6
2020-06-28-19:55:00,55,1,f6
2020-06-28-19:55:02,55,1,f6
2020-06-28-19:55:03,55,1,f6
2020-06-28-19:55:04,55,0,f6
2020-06-28-19:55:04,55,1,f6
2020-06-28-19:55:04,55,1,f6
2020-06-28-19:55:08,55,0,f6
2020-06-28-19:55:10,55,1,f6
2020-06-28-19:55:11,55,0,f6
2020-06-28-19:55:12,55,0,f6
2020-06-28-19:55:13,55,1,f6
2020-06-28-19:55:13,55,1,f6
2020-06-28-19:55:14,55,0,f6
2020-06-28-19:55:14,55,1,f6
2020-06-28-19:55:14,55,1,f6
2020-06-28-19:55:15,55,0,f6
2020-06-28-19:55:17,55,1,f6
2020-06-28-19:55:20,55,1,f6
2020-06-28-19:55:20,55,1,f6
2020-06-28-19:55:20,55,0,f6
2020-06-28-19:55:21,55,1,f6
2020-06-28-19:55:22,55,1,f6
2020-06-28-19:55:22,55,1,f6
2020-06-28-19:55:22,55,0,f6
2020-06-28-19:55:23,55,0,f6
2020-06-28-19:55:25,55,0,f6
2020-06-28-19:55:25,55,1,f6
2020-06-28-19:55:30,55,0,f6
2020-06-28-19:55:30,55,1,f6
2020-06-28-19:55:32,55,1,f6
2020-06-28-19:55:35,55,0,f6
2020-06-28-19:55:36,55,1,f6
2020-06-28-19:55:36,55,0,f6
2020-06-28-19:55:36,55,1,f6
2020-06-28-19:55:37,55,0,f6
2020-06-28-19:55:37,55,0,f6
2020-06-28-19:55:37,55,1,f6
2020-06-28-19:55:37,55,1,f6
2020-06-28-19:55:40,55,1,f6
2020-06-28-19:55:41,55,0,f6
2020-06-28-19:55:41,55,0,f6
2020-06-28-19:55:42,55,0,f6
2020-06-28-19:55:43,55,0,f6
2020-06-28-19:55:43,55,1,f6
2020-06-28-19:55:43,55,0,f6
2020-06-28-19:55:44,55,0,f6
2020-06-28-19:55:46,55,1,f6
2020-06-28-19:55:46,55,1,f6
2020-06-28-19:55:47,55,1,f6
2020-06-28-19:55:48,55,0,f6
2020-06-28-19:55:48,55,1,f6
2020-06-28-19:55:48,55,1,f6
2020-06-28-19:55:49,55,1,f6
2020-06-28-19:55:49,55,0,f6
2020-06-28-19:55:51,55,0,f6
2020-06-28-19:55:51,55,1,f6
2020-06-28-19:55:53,55,0,f6
2020-06-28-19:55:53,55,0,f6
2020-06-28-19:55:54,55,1,f6
2020-06-28-19:55:54,55,1,f6
2020-06-28-19:55:55,55,0,f6
2020-06-28-19:55:55,55,0,f6
2020-06-28-19:55:55,55,1,f6
2020-06-28-19:55:56,55,0,f6
2020-06-28-19:55:57,55,0,f6
2020-06-28-19:55:57,55,0,f6
2020-06-28-19:55:58,55,1,f6
2020-06-28-19:56:02,56,1,f6
2020-06-28-19:56:03,56,1,f6
2020-06-28-19:56:04,56,1,f6
2020-06-28-19:56:06,56,0,f6
2020-06-28-19:56:07,56,0,f6
2020-06-28-19:56:08,56,0,f6
2020-06-28-19:56:09,56,1,f6
2020-06-28-19:56:09,56,0,f6
2020-06-28-19:56:10,56,0,f6
2020-06-28-19:56:10,56,0,f6
2020-06-28-19:56:11,56,1,f6
2020-06-28-19:56:11,56,0,f6
2020-06-28-19:56:11,56,1,f6
2020-06-28-19:56:11,56,0,f6
2020-06-28-19:56:12,56,1,f6
2020-06-28-19:56:13,56,1,f6
2020-06-28-19:56:14,56,1,f6
2020-06-28-19:56:15,56,1,f6
2020-06-28-19:56:16,56,1,f6
2020-06-28-19:56:16,56,1,f6
2020-06-28-19:56:16,56,0,f6
2020-06-28-19:56:17,56,0,f6
2020-06-28-19:56:17,56,0,f6
2020-06-28-19:56:18,56,0,f6
2020-06-28-19:56:21,56,0,f6
2020-06-28-19:56:22,56,0,f6
2020-06-28-19:56:22,56,0,f6
2020-06-28-19:56:23,56,0,f6
2020-06-28-19:56:24,56,0,f6
2020-06-28-19:56:25,56,1,f6
2020-06-28-19:56:26,56,0,f6
2020-06-28-19:56:26,56,0,f6
2020-06-28-19:56:26,56,0,f6
2020-06-28-19:56:27,56,0,f6
2020-06-28-19:56:28,56,1,f6
2020-06-28-19:56:29,56,0,f6
2020-06-28-19:56:29,56,0,f6
2020-06-28-19:56:30,56,1,f6
2020-06-28-19:56:30,56,1,f6
2020-06-28-19:56:31,56,0,f6
2020-06-28-19:56:32,56,1,f6
2020-06-28-19:56:33,56,1,f6
2020-06-28-19:56:33,56,0,f6
2020-06-28-19:56:34,56,0,f6
2020-06-28-19:56:35,56,1,f6
2020-06-28-19:56:37,56,1,f6
2020-06-28-19:56:38,56,1,f6
2020-06-28-19:56:38,56,0,f6
2020-06-28-19:56:39,56,1,f6
2020-06-28-19:56:40,56,1,f6
2020-06-28-19:56:40,56,0,f6
2020-06-28-19:56:43,56,0,f6
2020-06-28-19:56:46,56,0,f6
2020-06-28-19:56:46,56,1,f6
2020-06-28-19:56:47,56,0,f6
2020-06-28-19:56:47,56,0,f6
2020-06-28-19:56:47,56,0,f6
2020-06-28-19:56:49,56,1,f6
2020-06-28-19:56:50,56,0,f6
2020-06-28-19:56:50,56,0,f6
2020-06-28-19:56:50,56,1,f6
2020-06-28-19:56:50,56,0,f6
2020-06-28-19:56:50,56,0,f6
2020-06-28-19:56:50,56,0,f6
2020-06-28-19:56:53,56,0,f6
2020-06-28-19:56:54,56,0,f6
2020-06-28-19:56:54,56,1,f6
2020-06-28-19:56:54,56,0,f6
2020-06-28-19:56:55,56,0,f6
2020-06-28-19:56:56,56,1,f6
2020-06-28-19:56:57,56,1,f6
2020-06-28-19:56:57,56,0,f6
2020-06-28-19:56:57,56,1,f6
2020-06-28-19:56:57,56,0,f6
2020-06-28-19:56:59,56,0,f6
2020-06-28-19:56:59,56,1,f6
2020-06-28-19:57:00,57,0,f6
2020-06-28-19:57:00,57,0,f6
2020-06-28-19:57:01,57,0,f6
2020-06-28-19:57:01,57,0,f6
2020-06-28-19:57:02,57,0,f6
2020-06-28-19:57:03,57,0,f6
2020-06-28-19:57:03,57,1,f6
2020-06-28-19:57:03,57,1,f6
2020-06-28-19:57:04,57,0,f6
2020-06-28-19:57:05,57,0,f6
2020-06-28-19:57:05,57,0,f6
2020-06-28-19:57:05,57,0,f6
2020-06-28-19:57:06,57,1,f6
2020-06-28-19:57:06,57,0,f6
2020-06-28-19:57:09,57,0,f6
2020-06-28-19:57:09,57,1,f6
2020-06-28-19:57:10,57,1,f6
2020-06-28-19:57:10,57,0,f6
2020-06-28-19:57:11,57,1,f6
2020-06-28-19:57:11,57,1,f6
2020-06-28-19:57:12,57,1,f6
2020-06-28-19:57:14,57,0,f6
2020-06-28-19:57:14,57,0,f6
2020-06-28-19:57:14,57,1,f6
2020-06-28-19:57:15,57,0,f6
2020-06-28-19:57:15,57,0,f6
2020-06-28-19:57:15,57,1,f6
2020-06-28-19:57:16,57,1,f6
2020-06-28-19:57:17,57,1,f6
2020-06-28-19:57:18,57,0,f6
2020-06-28-19:57:20,57,1,f6
2020-06-28-19:57:22,57,0,f6
2020-06-28-19:57:22,57,0,f6
2020-06-28-19:57:22,57,0,f6
2020-06-28-19:57:22,57,1,f6
2020-06-28-19:57:22,57,0,f6
2020-06-28-19:57:23,57,1,f6
2020-06-28-19:57:23,57,0,f6
2020-06-28-19:57:24,57,0,f6
2020-06-28-19:57:25,57,1,f6
2020-06-28-19:57:26,57,1,f6
2020-06-28-19:57:26,57,0,f6
2020-06-28-19:57:26,57,0,f6
2020-06-28-19:57:26,57,1,f6
2020-06-28-19:57:28,57,1,f6
2020-06-28-19:57:29,57,0,f6
2020-06-28-19:57:29,57,0,f6
2020-06-28-19:57:30,57,0,f6
2020-06-28-19:57:30,57,0,f6
2020-06-28-19:57:31,57,0,f6
2020-06-28-19:57:32,57,0,f6
2020-06-28-19:57:33,57,0,f6
2020-06-28-19:57:33,57,0,f6
2020-06-28-19:57:34,57,1,f6
2020-06-28-19:57:34,57,1,f6
2020-06-28-19:57:34,57,0,f6
2020-06-28-19:57:35,57,0,f6
2020-06-28-19:57:35,57,1,f6
2020-06-28-19:57:35,57,1,f6
2020-06-28-19:57:36,57,0,f6
2020-06-28-19:57:36,57,0,f6
2020-06-28-19:57:37,57,1,f6
2020-06-28-19:57:39,57,1,f6
2020-06-28-19:57:39,57,1,f6
2020-06-28-19:57:40,57,0,f6
2020-06-28-19:57:41,57,0,f6
2020-06-28-19:57:43,57,1,f6
2020-06-28-19:57:44,57,1,f6
2020-06-28-19:57:46,57,0,f6
2020-06-28-19:57:47,57,1,f6
2020-06-28-19:57:48,57,0,f6
2020-06-28-19:57:48,57,0,f6
2020-06-28-19:57:49,57,1,f6
2020-06-28-19:57:49,57,0,f6
2020-06-28-19:57:49,57,0,f6
2020-06-28-19:57:50,57,0,f6
2020-06-28-19:57:50,57,0,f6
2020-06-28-19:57:52,57,1,f6
2020-06-28-19:57:52,57,0,f6
2020-06-28-19:57:53,57,1,f6
2020-06-28-19:57:53,57,1,f6
2020-06-28-19:57:54,57,0,f6
2020-06-28-19:57:54,57,0,f6
2020-06-28-19:57:55,57,1,f6
2020-06-28-19:57:55,57,1,f6
2020-06-28-19:57:55,57,0,f6
2020-06-28-19:57:56,57,1,f6
2020-06-28-19:57:56,57,1,f6
2020-06-28-19:57:59,57,1,f6
2020-06-28-19:58:00,58,0,f6
2020-06-28-19:58:00,58,0,f6
2020-06-28-19:58:00,58,1,f6
2020-06-28-19:58:01,58,0,f6
2020-06-28-19:58:01,58,1,f6
2020-06-28-19:58:02,58,0,f6
2020-06-28-19:58:03,58,0,f6
2020-06-28-19:58:05,58,1,f6
2020-06-28-19:58:05,58,1,f6
2020-06-28-19:58:05,58,0,f6
2020-06-28-19:58:09,58,0,f6
2020-06-28-19:58:10,58,0,f6
2020-06-28-19:58:11,58,1,f6
2020-06-28-19:58:13,58,0,f6
2020-06-28-19:58:13,58,0,f6
2020-06-28-19:58:13,58,0,f6
2020-06-28-19:58:13,58,0,f6
2020-06-28-19:58:14,58,1,f6
2020-06-28-19:58:14,58,0,f6
2020-06-28-19:58:15,58,1,f6
2020-06-28-19:58:17,58,1,f6
2020-06-28-19:58:18,58,0,f6
2020-06-28-19:58:18,58,0,f6
2020-06-28-19:58:19,58,1,f6
2020-06-28-19:58:19,58,1,f6
2020-06-28-19:58:21,58,1,f6
2020-06-28-19:58:22,58,0,f6
2020-06-28-19:58:22,58,1,f6
2020-06-28-19:58:22,58,1,f6
2020-06-28-19:58:23,58,1,f6
2020-06-28-19:58:23,58,0,f6
2020-06-28-19:58:23,58,0,f6
2020-06-28-19:58:24,58,0,f6
2020-06-28-19:58:24,58,1,f6
2020-06-28-19:58:24,58,1,f6
2020-06-28-19:58:25,58,1,f6
2020-06-28-19:58:26,58,0,f6
2020-06-28-19:58:26,58,0,f6
2020-06-28-19:58:26,58,1,f6
2020-06-28-19:58:26,58,1,f6
2020-06-28-19:58:29,58,0,f6
2020-06-28-19:58:30,58,0,f6
2020-06-28-19:58:30,58,1,f6
2020-06-28-19:58:30,58,1,f6
2020-06-28-19:58:31,58,0,f6
2020-06-28-19:58:31,58,1,f6
2020-06-28-19:58:32,58,0,f6
2020-06-28-19:58:35,58,1,f6
2020-06-28-19:58:35,58,0,f6
2020-06-28-19:58:37,58,1,f6
2020-06-28-19:58:38,58,1,f6
2020-06-28-19:58:39,58,0,f6
2020-06-28-19:58:39,58,0,f6
2020-06-28-19:58:39,58,1,f6
2020-06-28-19:58:41,58,0,f6
2020-06-28-19:58:42,58,1,f6
2020-06-28-19:58:43,58,1,f6
2020-06-28-19:58:43,58,1,f6
2020-06-28-19:58:43,58,0,f6
2020-06-28-19:58:44,58,1,f6
2020-06-28-19:58:44,58,1,f6
2020-06-28-19:58:45,58,0,f6
2020-06-28-19:58:45,58,1,f6
2020-06-28-19:58:46,58,0,f6
2020-06-28-19:58:48,58,1,f6
2020-06-28-19:58:48,58,0,f6
2020-06-28-19:58:48,58,1,f6
2020-06-28-19:58:49,58,1,f6
2020-06-28-19:58:51,58,0,f6
2020-06-28-19:58:51,58,1,f6
2020-06-28-19:58:51,58,0,f6
2020-06-28-19:58:51,58,1,f6
2020-06-28-19:58:52,58,0,f6
2020-06-28-19:58:52,58,0,f6
2020-06-28-19:58:54,58,0,f6
2020-06-28-19:58:56,58,0,f6
2020-06-28-19:58:57,58,1,f6
2020-06-28-19:58:57,58,1,f6
2020-06-28-19:58:58,58,1,f6
2020-06-28-19:58:58,58,0,f6
2020-06-28-19:58:59,58,0,f6
2020-06-28-19:58:59,58,1,f6
2020-06-28-19:59:00,59,0,2020-06-28 19:59:00
2020-06-28-19:59:00,59,0,2020-06-28 19:59:00
2020-06-28-19:59:00,59,0,2020-06-28 19:59:00
2020-06-28-19:59:02,59,0,2020-06-28 19:59:02
2020-06-28-19:59:02,59,0,2020-06-28 19:59:02
2020-06-28-19:59:03,59,0,2020-06-28 19:59:03
2020-06-28-19:59:04,59,0,2020-06-28 19:59:04
2020-06-28-19:59:05,59,1,2020-06-28 19:59:05
2020-06-28-19:59:05,59,1,2020-06-28 19:59:05
2020-06-28-19:59:05,59,1,2020-06-28 19:59:05
2020-06-28-19:59:07,59,0,2020-06-28 19:59:07
2020-06-28-19:59:08,59,0,2020-06-28 19:59:08
2020-06-28-19:59:10,59,0,2020-06-28 19:59:10
2020-06-28-19:59:10,59,1,2020-06-28 19:59:10
2020-06-28-19:59:11,59,1,2020-06-28 19:59:11
2020-06-28-19:59:11,59,0,2020-06-28 19:59:11
2020-06-28-19:59:12,59,0,2020-06-28 19:59:12
2020-06-28-19:59:12,59,0,2020-06-28 19:59:12
2020-06-28-19:59:13,59,0,2020-06-28 19:59:13
2020-06-28-19:59:13,59,0,2020-06-28 19:59:13
2020-06-28-19:59:14,59,1,2020-06-28 19:59:14
2020-06-28-19:59:14,59,0,2020-06-28 19:59:14
2020-06-28-19:59:14,59,1,2020-06-28 19:59:14
2020-06-28-19:59:15,59,1,2020-06-28 19:59:15
2020-06-28-19:59:15,59,1,2020-06-28 19:59:15
2020-06-28-19:59:15,59,1,2020-06-28 19:59:15
2020-06-28-19:59:18,59,1,2020-06-28 19:59:18
2020-06-28-19:59:20,59,1,2020-06-28 19:59:20
2020-06-28-19:59:21,59,1,2020-06-28 19:59:21
2020-06-28-19:59:21,59,1,2020-06-28 19:59:21
2020-06-28-19:59:21,59,1,2020-06-28 19:59:21
2020-06-28-19:59:22,59,1,2020-06-28 19:59:22
2020-06-28-19:59:22,59,0,2020-06-28 19:59:22
2020-06-28-19:59:23,59,0,2020-06-28 19:59:23
2020-06-28-19:59:23,59,1,2020-06-28 19:59:23
2020-06-28-19:59:23,59,1,2020-06-28 19:59:23
2020-06-28-19:59:23,59,1,2020-06-28 19:59:23
2020-06-28-19:59:25,59,0,2020-06-28 19:59:25
2020-06-28-19:59:27,59,0,2020-06-28 19:59:27
2020-06-28-19:59:28,59,0,2020-06-28 19:59:28
2020-06-28-19:59:31,59,1,2020-06-28 19:59:31
2020-06-28-19:59:34,59,1,2020-06-28 19:59:34
2020-06-28-19:59:34,59,1,2020-06-28 19:59:34
2020-06-28-19:59:35,59,0,2020-06-28 19:59:35
2020-06-28-19:59:35,59,0,2020-06-28 19:59:35
2020-06-28-19:59:36,59,0,2020-06-28 19:59:36
2020-06-28-19:59:36,59,1,2020-06-28 19:59:36
2020-06-28-19:59:36,59,1,2020-06-28 19:59:36
2020-06-28-19:59:37,59,1,2020-06-28 19:59:37
2020-06-28-19:59:37,59,1,2020-06-28 19:59:37
2020-06-28-19:59:38,59,0,2020-06-28 19:59:38
2020-06-28-19:59:39,59,1,2020-06-28 19:59:39
2020-06-28-19:59:41,59,1,2020-06-28 19:59:41
2020-06-28-19:59:41,59,1,2020-06-28 19:59:41
2020-06-28-19:59:41,59,1,2020-06-28 19:59:41
2020-06-28-19:59:42,59,0,2020-06-28 19:59:42
2020-06-28-19:59:42,59,1,2020-06-28 19:59:42
2020-06-28-19:59:42,59,0,2020-06-28 19:59:42
2020-06-28-19:59:44,59,1,2020-06-28 19:59:44
2020-06-28-19:59:44,59,0,2020-06-28 19:59:44
2020-06-28-19:59:44,59,0,2020-06-28 19:59:44
2020-06-28-19:59:45,59,0,2020-06-28 19:59:45
2020-06-28-19:59:48,59,0,2020-06-28 19:59:48
2020-06-28-19:59:48,59,0,2020-06-28 19:59:48
2020-06-28-19:59:51,59,1,2020-06-28 19:59:51
2020-06-28-19:59:51,59,1,2020-06-28 19:59:51
2020-06-28-19:59:52,59,0,2020-06-28 19:59:52
2020-06-28-19:59:53,59,1,2020-06-28 19:59:53
2020-06-28-19:59:54,59,1,2020-06-28 19:59:54
2020-06-28-19:59:55,59,0,2020-06-28 19:59:55
2020-06-28-19:59:57,59,0,2020-06-28 19:59:57
2020-06-28-19:59:59,59,1,2020-06-28 19:59:59
2020-06-28-20:00:02,0,0,f1
2020-06-28-20:00:02,0,1,f1
2020-06-28-20:00:03,0,0,f1
2020-06-28-20:00:03,0,1,f1
2020-06-28-20:00:05,0,0,f1
2020-06-28-20:00:06,0,1,f1
2020-06-28-20:00:06,0,1,f1
2020-06-28-20:00:07,0,0,f1
2020-06-28-20:00:07,0,1,f1
2020-06-28-20:00:08,0,1,f1
2020-06-28-20:00:08,0,0,f1
2020-06-28-20:00:08,0,0,f1
2020-06-28-20:00:09,0,1,f1
2020-06-28-20:00:09,0,0,f1
2020-06-28-20:00:09,0,0,f1
2020-06-28-20:00:09,0,0,f1
2020-06-28-20:00:09,0,0,f1
2020-06-28-20:00:09,0,1,f1
2020-06-28-20:00:11,0,1,f1
2020-06-28-20:00:12,0,0,f1
2020-06-28-20:00:13,0,1,f1
2020-06-28-20:00:14,0,1,f1
2020-06-28-20:00:14,0,1,f1
2020-06-28-20:00:14,0,0,f1
2020-06-28-20:00:17,0,0,f1
2020-06-28-20:00:21,0,0,f1
2020-06-28-20:00:22,0,0,f1
2020-06-28-20:00:23,0,0,f1
2020-06-28-20:00:23,0,1,f1
2020-06-28-20:00:23,0,1,f1
2020-06-28-20:00:24,0,1,f1
2020-06-28-20:00:25,0,0,f1
2020-06-28-20:00:26,0,0,f1
2020-06-28-20:00:28,0,1,f1
2020-06-28-20:00:30,0,0,f1
2020-06-28-20:00:30,0,1,f1
2020-06-28-20:00:30,0,0,f1
2020-06-28-20:00:31,0,0,f1
2020-06-28-20:00:31,0,0,f1
2020-06-28-20:00:31,0,1,f1
2020-06-28-20:00:31,0,0,f1
2020-06-28-20:00:32,0,1,f1
2020-06-28-20:00:32,0,0,f1
2020-06-28-20:00:32,0,1,f1
2020-06-28-20:00:32,0,1,f1
2020-06-28-20:00:33,0,0,f1
2020-06-28-20:00:33,0,1,f1
2020-06-28-20:00:33,0,1,f1
2020-06-28-20:00:35,0,1,f1
2020-06-28-20:00:35,0,1,f1
2020-06-28-20:00:35,0,0,f1
2020-06-28-20:00:36,0,0,f1
2020-06-28-20:00:37,0,1,f1
2020-06-28-20:00:38,0,0,f1
2020-06-28-20:00:39,0,1,f1
2020-06-28-20:00:40,0,0,f1
2020-06-28-20:00:41,0,1,f1
2020-06-28-20:00:42,0,1,f1
2020-06-28-20:00:43,0,0,f1
2020-06-28-20:00:43,0,1,f1
2020-06-28-20:00:43,0,1,f1
2020-06-28-20:00:43,0,0,f1
2020-06-28-20:00:43,0,1,f1
2020-06-28-20:00:44,0,1,f1
2020-06-28-20:00:45,0,1,f1
2020-06-28-20:00:45,0,1,f1
2020-06-28-20:00:46,0,0,f1
2020-06-28-20:00:46,0,1,f1
2020-06-28-20:00:46,0,1,f1
2020-06-28-20:00:46,0,0,f1
2020-06-28-20:00:47,0,0,f1
2020-06-28-20:00:48,0,0,f1
2020-06-28-20:00:48,0,0,f1
2020-06-28-20:00:51,0,0,f1
2020-06-28-20:00:53,0,0,f1
2020-06-28-20:00:53,0,1,f1
2020-06-28-20:00:53,0,0,f1
2020-06-28-20:00:53,0,1,f1
2020-06-28-20:00:54,0,1,f1
2020-06-28-20:00:54,0,1,f1
2020-06-28-20:00:56,0,1,f1
2020-06-28-20:00:57,0,0,f1
2020-06-28-20:00:58,0,0,f1
2020-06-28-20:00:58,0,0,f1
2020-06-28-20:00:59,0,1,f1
2020-06-28-20:01:00,1,0,f1
2020-06-28-20:01:00,1,1,f1
2020-06-28-20:01:01,1,0,f1
2020-06-28-20:01:02,1,0,f1
2020-06-28-20:01:02,1,1,f1
2020-06-28-20:01:03,1,0,f1
2020-06-28-20:01:03,1,1,f1
2020-06-28-20:01:03,1,0,f1
2020-06-28-20:01:03,1,1,f1
2020-06-28-20:01:03,1,1,f1
2020-06-28-20:01:04,1,0,f1
2020-06-28-20:01:05,1,0,f1
2020-06-28-20:01:05,1,0,f1
2020-06-28-20:01:06,1,1,f1
2020-06-28-20:01:07,1,0,f1
2020-06-28-20:01:07,1,1,f1
2020-06-28-20:01:08,1,1,f1
2020-06-28-20:01:08,1,1,f1
2020-06-28-20:01:09,1,0,f1
2020-06-28-20:01:13,1,0,f1
2020-06-28-20:01:13,1,1,f1
2020-06-28-20:01:13,1,1,f1
2020-06-28-20:01:14,1,0,f1
2020-06-28-20:01:14,1,1,f1
2020-06-28-20:01:14,1,1,f1
2020-06-28-20:01:15,1,1,f1
2020-06-28-20:01:16,1,0,f1
2020-06-28-20:01:19,1,0,f1
2020-06-28-20:01:19,1,0,f1
2020-06-28-20:01:20,1,1,f1
2020-06-28-20:01:20,1,1,f1
2020-06-28-20:01:21,1,0,f1
2020-06-28-20:01:21,1,0,f1
2020-06-28-20:01:23,1,0,f1
2020-06-28-20:01:23,1,0,f1
2020-06-28-20:01:25,1,1,f1
2020-06-28-20:01:27,1,0,f1
2020-06-28-20:01:27,1,1,f1
2020-06-28-20:01:27,1,1,f1
2020-06-28-20:01:27,1,0,f1
2020-06-28-20:01:27,1,1,f1
2020-06-28-20:01:28,1,1,f1
2020-06-28-20:01:29,1,1,f1
2020-06-28-20:01:29,1,1,f1
2020-06-28-20:01:30,1,0,f1
2020-06-28-20:01:32,1,0,f1
2020-06-28-20:01:32,1,1,f1
2020-06-28-20:01:33,1,1,f1
2020-06-28-20:01:34,1,1,f1
2020-06-28-20:01:35,1,1,f1
2020-06-28-20:01:35,1,1,f1
2020-06-28-20:01:38,1,0,f1
2020-06-28-20:01:41,1,1,f1
2020-06-28-20:01:42,1,0,f1
2020-06-28-20:01:43,1,1,f1
2020-06-28-20:01:43,1,1,f1
2020-06-28-20:01:43,1,0,f1
2020-06-28-20:01:44,1,1,f1
2020-06-28-20:01:45,1,1,f1
2020-06-28-20:01:45,1,1,f1
2020-06-28-20:01:46,1,1,f1
2020-06-28-20:01:46,1,1,f1
2020-06-28-20:01:46,1,1,f1
2020-06-28-20:01:47,1,0,f1
2020-06-28-20:01:48,1,0,f1
2020-06-28-20:01:49,1,1,f1
2020-06-28-20:01:50,1,0,f1
2020-06-28-20:01:51,1,1,f1
2020-06-28-20:01:51,1,0,f1
2020-06-28-20:01:51,1,0,f1
2020-06-28-20:01:52,1,0,f1
2020-06-28-20:01:52,1,1,f1
2020-06-28-20:01:55,1,1,f1
2020-06-28-20:01:56,1,0,f1
2020-06-28-20:01:57,1,1,f1
2020-06-28-20:01:57,1,1,f1
2020-06-28-20:01:58,1,0,f1
2020-06-28-20:01:59,1,0,f1
2020-06-28-20:02:00,2,0,f1
2020-06-28-20:02:01,2,1,f1
2020-06-28-20:02:02,2,1,f1
2020-06-28-20:02:02,2,1,f1
2020-06-28-20:02:02,2,1,f1
2020-06-28-20:02:02,2,0,f1
2020-06-28-20:02:03,2,1,f1
2020-06-28-20:02:03,2,0,f1
2020-06-28-20:02:04,2,0,f1
