Date_Time,Minute,Status,Min_Class
2020-06-28-21:40:31,40,0,f5
2020-06-28-21:40:31,40,1,f5
2020-06-28-21:40:34,40,1,f5
2020-06-28-21:40:35,40,0,f5
2020-06-28-21:40:36,40,0,f5
2020-06-28-21:40:36,40,1,f5
2020-06-28-21:40:37,40,0,f5
2020-06-28-21:40:38,40,1,f5
2020-06-28-21:40:39,40,0,f5
2020-06-28-21:40:39,40,1,f5
2020-06-28-21:40:43,40,0,f5
2020-06-28-21:40:43,40,0,f5
2020-06-28-21:40:45,40,0,f5
2020-06-28-21:40:45,40,1,f5
2020-06-28-21:40:45,40,0,f5
2020-06-28-21:40:46,40,0,f5
2020-06-28-21:40:46,40,1,f5
2020-06-28-21:40:46,40,1,f5
2020-06-28-21:40:46,40,0,f5
2020-06-28-21:40:47,40,1,f5
2020-06-28-21:40:49,40,1,f5
2020-06-28-21:40:49,40,1,f5
2020-06-28-21:40:50,40,1,f5
2020-06-28-21:40:51,40,0,f5
2020-06-28-21:40:52,40,0,f5
2020-06-28-21:40:52,40,1,f5
2020-06-28-21:40:52,40,1,f5
2020-06-28-21:40:53,40,1,f5
2020-06-28-21:40:56,40,1,f5
2020-06-28-21:40:58,40,0,f5
2020-06-28-21:40:58,40,0,f5
2020-06-28-21:40:58,40,1,f5
2020-06-28-21:41:00,41,0,f5
2020-06-28-21:41:01,41,0,f5
2020-06-28-21:41:04,41,1,f5
2020-06-28-21:41:04,41,1,f5
2020-06-28-21:41:04,41,0,f5
2020-06-28-21:41:04,41,0,f5
2020-06-28-21:41:05,41,1,f5
2020-06-28-21:41:05,41,1,f5
2020-06-28-21:41:06,41,1,f5
2020-06-28-21:41:08,41,0,f5
2020-06-28-21:41:09,41,0,f5
2020-06-28-21:41:09,41,1,f5
2020-06-28-21:41:12,41,0,f5
2020-06-28-21:41:12,41,0,f5
2020-06-28-21:41:13,41,1,f5
2020-06-28-21:41:13,41,1,f5
2020-06-28-21:41:13,41,0,f5
2020-06-28-21:41:14,41,1,f5
2020-06-28-21:41:15,41,1,f5
2020-06-28-21:41:16,41,1,f5
2020-06-28-21:41:18,41,1,f5
2020-06-28-21:41:19,41,0,f5
2020-06-28-21:41:19,41,0,f5
2020-06-28-21:41:20,41,1,f5
2020-06-28-21:41:20,41,1,f5
2020-06-28-21:41:21,41,1,f5
2020-06-28-21:41:22,41,1,f5
2020-06-28-21:41:22,41,1,f5
2020-06-28-21:41:23,41,0,f5
2020-06-28-21:41:23,41,0,f5
2020-06-28-21:41:24,41,0,f5
2020-06-28-21:41:25,41,0,f5
2020-06-28-21:41:26,41,0,f5
2020-06-28-21:41:27,41,1,f5
2020-06-28-21:41:27,41,1,f5
2020-06-28-21:41:28,41,1,f5
2020-06-28-21:41:29,41,0,f5
2020-06-28-21:41:35,41,1,f5
2020-06-28-21:41:36,41,0,f5
2020-06-28-21:41:36,41,0,f5
2020-06-28-21:41:36,41,1,f5
2020-06-28-21:41:37,41,1,f5
2020-06-28-21:41:38,41,0,f5
2020-06-28-21:41:39,41,0,f5
2020-06-28-21:41:41,41,1,f5
2020-06-28-21:41:41,41,1,f5
2020-06-28-21:41:43,41,1,f5
2020-06-28-21:41:43,41,0,f5
2020-06-28-21:41:43,41,1,f5
2020-06-28-21:41:45,41,0,f5
2020-06-28-21:41:45,41,1,f5
2020-06-28-21:41:45,41,0,f5
2020-06-28-21:41:46,41,0,f5
2020-06-28-21:41:47,41,0,f5
2020-06-28-21:41:48,41,0,f5
2020-06-28-21:41:48,41,1,f5
2020-06-28-21:41:48,41,0,f5
2020-06-28-21:41:49,41,1,f5
2020-06-28-21:41:49,41,1,f5
2020-06-28-21:41:49,41,0,f5
2020-06-28-21:41:49,41,0,f5
2020-06-28-21:41:51,41,1,f5
2020-06-28-21:41:51,41,0,f5
2020-06-28-21:41:52,41,1,f5
2020-06-28-21:41:53,41,1,f5
2020-06-28-21:41:54,41,0,f5
2020-06-28-21:41:54,41,0,f5
2020-06-28-21:41:54,41,1,f5
2020-06-28-21:41:56,41,0,f5
2020-06-28-21:41:57,41,1,f5
2020-06-28-21:41:57,41,0,f5
2020-06-28-21:41:58,41,0,f5
2020-06-28-21:41:58,41,1,f5
2020-06-28-21:41:59,41,0,f5
2020-06-28-21:42:01,42,1,f5
2020-06-28-21:42:02,42,0,f5
2020-06-28-21:42:05,42,0,f5
2020-06-28-21:42:05,42,0,f5
2020-06-28-21:42:06,42,0,f5
2020-06-28-21:42:06,42,0,f5
2020-06-28-21:42:07,42,0,f5
2020-06-28-21:42:07,42,0,f5
2020-06-28-21:42:09,42,0,f5
2020-06-28-21:42:09,42,0,f5
2020-06-28-21:42:10,42,0,f5
2020-06-28-21:42:11,42,0,f5
2020-06-28-21:42:12,42,0,f5
2020-06-28-21:42:12,42,1,f5
2020-06-28-21:42:12,42,1,f5
2020-06-28-21:42:12,42,1,f5
2020-06-28-21:42:14,42,0,f5
2020-06-28-21:42:15,42,0,f5
2020-06-28-21:42:15,42,0,f5
2020-06-28-21:42:15,42,1,f5
2020-06-28-21:42:15,42,1,f5
2020-06-28-21:42:16,42,0,f5
2020-06-28-21:42:16,42,0,f5
2020-06-28-21:42:16,42,1,f5
2020-06-28-21:42:18,42,0,f5
2020-06-28-21:42:19,42,0,f5
2020-06-28-21:42:19,42,0,f5
2020-06-28-21:42:19,42,1,f5
2020-06-28-21:42:20,42,0,f5
2020-06-28-21:42:20,42,0,f5
2020-06-28-21:42:22,42,1,f5
2020-06-28-21:42:23,42,0,f5
2020-06-28-21:42:26,42,0,f5
2020-06-28-21:42:26,42,1,f5
2020-06-28-21:42:26,42,1,f5
2020-06-28-21:42:27,42,0,f5
2020-06-28-21:42:28,42,0,f5
2020-06-28-21:42:29,42,0,f5
2020-06-28-21:42:29,42,1,f5
2020-06-28-21:42:30,42,1,f5
2020-06-28-21:42:34,42,1,f5
2020-06-28-21:42:37,42,0,f5
2020-06-28-21:42:38,42,0,f5
2020-06-28-21:42:38,42,1,f5
2020-06-28-21:42:39,42,1,f5
2020-06-28-21:42:39,42,1,f5
2020-06-28-21:42:40,42,0,f5
2020-06-28-21:42:40,42,1,f5
2020-06-28-21:42:41,42,0,f5
2020-06-28-21:42:41,42,1,f5
2020-06-28-21:42:41,42,1,f5
2020-06-28-21:42:41,42,1,f5
2020-06-28-21:42:42,42,0,f5
2020-06-28-21:42:43,42,1,f5
2020-06-28-21:42:44,42,1,f5
2020-06-28-21:42:45,42,0,f5
2020-06-28-21:42:45,42,1,f5
2020-06-28-21:42:46,42,1,f5
2020-06-28-21:42:46,42,0,f5
2020-06-28-21:42:47,42,0,f5
2020-06-28-21:42:47,42,1,f5
2020-06-28-21:42:48,42,1,f5
2020-06-28-21:42:49,42,0,f5
2020-06-28-21:42:49,42,0,f5
2020-06-28-21:42:50,42,0,f5
2020-06-28-21:42:52,42,0,f5
2020-06-28-21:42:52,42,0,f5
2020-06-28-21:42:52,42,0,f5
2020-06-28-21:42:52,42,1,f5
2020-06-28-21:42:53,42,0,f5
2020-06-28-21:42:54,42,0,f5
2020-06-28-21:42:54,42,0,f5
2020-06-28-21:42:55,42,0,f5
2020-06-28-21:42:56,42,1,f5
2020-06-28-21:42:57,42,0,f5
2020-06-28-21:42:57,42,0,f5
2020-06-28-21:42:58,42,1,f5
2020-06-28-21:42:58,42,1,f5
2020-06-28-21:42:58,42,1,f5
2020-06-28-21:42:59,42,1,f5
2020-06-28-21:43:01,43,1,f5
2020-06-28-21:43:03,43,1,f5
2020-06-28-21:43:04,43,0,f5
2020-06-28-21:43:05,43,0,f5
2020-06-28-21:43:07,43,0,f5
2020-06-28-21:43:07,43,0,f5
2020-06-28-21:43:08,43,0,f5
2020-06-28-21:43:09,43,0,f5
2020-06-28-21:43:10,43,1,f5
2020-06-28-21:43:10,43,0,f5
2020-06-28-21:43:10,43,1,f5
2020-06-28-21:43:14,43,0,f5
2020-06-28-21:43:14,43,1,f5
2020-06-28-21:43:16,43,0,f5
2020-06-28-21:43:16,43,0,f5
2020-06-28-21:43:16,43,0,f5
2020-06-28-21:43:17,43,0,f5
2020-06-28-21:43:17,43,1,f5
2020-06-28-21:43:17,43,1,f5
2020-06-28-21:43:18,43,1,f5
2020-06-28-21:43:18,43,1,f5
2020-06-28-21:43:19,43,1,f5
2020-06-28-21:43:19,43,0,f5
2020-06-28-21:43:19,43,0,f5
2020-06-28-21:43:19,43,0,f5
2020-06-28-21:43:20,43,1,f5
2020-06-28-21:43:20,43,0,f5
2020-06-28-21:43:21,43,1,f5
2020-06-28-21:43:21,43,1,f5
2020-06-28-21:43:22,43,1,f5
2020-06-28-21:43:22,43,0,f5
2020-06-28-21:43:24,43,0,f5
2020-06-28-21:43:24,43,1,f5
2020-06-28-21:43:24,43,1,f5
2020-06-28-21:43:25,43,0,f5
2020-06-28-21:43:28,43,0,f5
2020-06-28-21:43:29,43,0,f5
2020-06-28-21:43:29,43,0,f5
2020-06-28-21:43:29,43,1,f5
2020-06-28-21:43:33,43,0,f5
2020-06-28-21:43:33,43,1,f5
2020-06-28-21:43:33,43,0,f5
2020-06-28-21:43:37,43,0,f5
2020-06-28-21:43:38,43,1,f5
2020-06-28-21:43:38,43,0,f5
2020-06-28-21:43:38,43,1,f5
2020-06-28-21:43:40,43,1,f5
2020-06-28-21:43:41,43,1,f5
2020-06-28-21:43:41,43,0,f5
2020-06-28-21:43:42,43,1,f5
2020-06-28-21:43:42,43,0,f5
2020-06-28-21:43:43,43,1,f5
2020-06-28-21:43:44,43,0,f5
2020-06-28-21:43:45,43,1,f5
2020-06-28-21:43:46,43,0,f5
2020-06-28-21:43:47,43,0,f5
2020-06-28-21:43:48,43,0,f5
2020-06-28-21:43:48,43,0,f5
2020-06-28-21:43:50,43,1,f5
2020-06-28-21:43:51,43,0,f5
2020-06-28-21:43:51,43,1,f5
2020-06-28-21:43:51,43,1,f5
2020-06-28-21:43:53,43,1,f5
2020-06-28-21:43:53,43,0,f5
2020-06-28-21:43:53,43,0,f5
2020-06-28-21:43:53,43,0,f5
2020-06-28-21:43:54,43,0,f5
2020-06-28-21:43:54,43,1,f5
2020-06-28-21:43:54,43,1,f5
2020-06-28-21:43:55,43,1,f5
2020-06-28-21:43:55,43,1,f5
2020-06-28-21:43:56,43,0,f5
2020-06-28-21:43:56,43,0,f5
2020-06-28-21:43:56,43,1,f5
2020-06-28-21:43:56,43,1,f5
2020-06-28-21:43:57,43,0,f5
2020-06-28-21:43:57,43,0,f5
2020-06-28-21:43:57,43,1,f5
2020-06-28-21:44:01,44,1,f5
2020-06-28-21:44:01,44,0,f5
2020-06-28-21:44:01,44,0,f5
2020-06-28-21:44:01,44,1,f5
2020-06-28-21:44:02,44,1,f5
2020-06-28-21:44:02,44,1,f5
2020-06-28-21:44:03,44,1,f5
2020-06-28-21:44:04,44,1,f5
2020-06-28-21:44:06,44,1,f5
2020-06-28-21:44:09,44,0,f5
2020-06-28-21:44:09,44,0,f5
2020-06-28-21:44:13,44,0,f5
2020-06-28-21:44:13,44,0,f5
2020-06-28-21:44:16,44,0,f5
2020-06-28-21:44:18,44,0,f5
2020-06-28-21:44:20,44,0,f5
2020-06-28-21:44:20,44,1,f5
2020-06-28-21:44:21,44,0,f5
2020-06-28-21:44:22,44,1,f5
2020-06-28-21:44:22,44,1,f5
2020-06-28-21:44:24,44,0,f5
2020-06-28-21:44:26,44,1,f5
2020-06-28-21:44:27,44,0,f5
2020-06-28-21:44:29,44,0,f5
2020-06-28-21:44:29,44,0,f5
2020-06-28-21:44:30,44,1,f5
2020-06-28-21:44:31,44,0,f5
2020-06-28-21:44:31,44,1,f5
2020-06-28-21:44:31,44,1,f5
2020-06-28-21:44:32,44,0,f5
2020-06-28-21:44:33,44,0,f5
2020-06-28-21:44:35,44,1,f5
2020-06-28-21:44:36,44,1,f5
2020-06-28-21:44:36,44,1,f5
2020-06-28-21:44:37,44,1,f5
2020-06-28-21:44:38,44,0,f5
2020-06-28-21:44:38,44,1,f5
2020-06-28-21:44:38,44,1,f5
2020-06-28-21:44:39,44,0,f5
2020-06-28-21:44:39,44,1,f5
2020-06-28-21:44:41,44,0,f5
2020-06-28-21:44:42,44,1,f5
2020-06-28-21:44:42,44,0,f5
2020-06-28-21:44:42,44,0,f5
2020-06-28-21:44:43,44,0,f5
2020-06-28-21:44:44,44,1,f5
2020-06-28-21:44:44,44,1,f5
2020-06-28-21:44:45,44,1,f5
2020-06-28-21:44:45,44,0,f5
2020-06-28-21:44:46,44,1,f5
2020-06-28-21:44:47,44,1,f5
2020-06-28-21:44:47,44,0,f5
2020-06-28-21:44:50,44,0,f5
2020-06-28-21:44:50,44,1,f5
2020-06-28-21:44:50,44,1,f5
2020-06-28-21:44:51,44,1,f5
2020-06-28-21:44:51,44,1,f5
2020-06-28-21:44:51,44,1,f5
2020-06-28-21:44:51,44,1,f5
2020-06-28-21:44:53,44,0,f5
2020-06-28-21:44:54,44,1,f5
2020-06-28-21:44:55,44,0,f5
2020-06-28-21:44:57,44,1,f5
2020-06-28-21:44:58,44,0,f5
2020-06-28-21:45:03,45,0,f5
2020-06-28-21:45:03,45,1,f5
2020-06-28-21:45:07,45,0,f5
2020-06-28-21:45:09,45,1,f5
2020-06-28-21:45:10,45,1,f5
2020-06-28-21:45:11,45,0,f5
2020-06-28-21:45:12,45,0,f5
2020-06-28-21:45:12,45,1,f5
2020-06-28-21:45:15,45,1,f5
2020-06-28-21:45:16,45,1,f5
2020-06-28-21:45:16,45,0,f5
2020-06-28-21:45:17,45,1,f5
2020-06-28-21:45:18,45,1,f5
2020-06-28-21:45:19,45,0,f5
2020-06-28-21:45:20,45,0,f5
2020-06-28-21:45:20,45,0,f5
2020-06-28-21:45:21,45,1,f5
2020-06-28-21:45:21,45,1,f5
2020-06-28-21:45:22,45,1,f5
2020-06-28-21:45:22,45,1,f5
2020-06-28-21:45:23,45,1,f5
2020-06-28-21:45:23,45,0,f5
2020-06-28-21:45:24,45,1,f5
2020-06-28-21:45:24,45,1,f5
2020-06-28-21:45:25,45,0,f5
2020-06-28-21:45:26,45,1,f5
2020-06-28-21:45:27,45,0,f5
2020-06-28-21:45:27,45,1,f5
2020-06-28-21:45:28,45,1,f5
2020-06-28-21:45:28,45,1,f5
2020-06-28-21:45:30,45,0,f5
2020-06-28-21:45:31,45,1,f5
2020-06-28-21:45:31,45,0,f5
2020-06-28-21:45:32,45,1,f5
2020-06-28-21:45:32,45,1,f5
2020-06-28-21:45:33,45,0,f5
2020-06-28-21:45:34,45,1,f5
2020-06-28-21:45:34,45,1,f5
2020-06-28-21:45:34,45,0,f5
2020-06-28-21:45:37,45,1,f5
2020-06-28-21:45:38,45,0,f5
2020-06-28-21:45:39,45,1,f5
2020-06-28-21:45:40,45,0,f5
2020-06-28-21:45:42,45,1,f5
2020-06-28-21:45:43,45,1,f5
2020-06-28-21:45:43,45,0,f5
2020-06-28-21:45:43,45,1,f5
2020-06-28-21:45:44,45,1,f5
2020-06-28-21:45:44,45,0,f5
2020-06-28-21:45:45,45,0,f5
2020-06-28-21:45:45,45,1,f5
2020-06-28-21:45:46,45,1,f5
2020-06-28-21:45:46,45,1,f5
2020-06-28-21:45:46,45,1,f5
2020-06-28-21:45:48,45,0,f5
2020-06-28-21:45:48,45,0,f5
2020-06-28-21:45:49,45,0,f5
2020-06-28-21:45:50,45,0,f5
2020-06-28-21:45:54,45,0,f5
2020-06-28-21:45:54,45,1,f5
2020-06-28-21:45:55,45,0,f5
2020-06-28-21:45:55,45,1,f5
2020-06-28-21:45:56,45,1,f5
2020-06-28-21:45:56,45,0,f5
2020-06-28-21:45:56,45,0,f5
2020-06-28-21:45:56,45,0,f5
2020-06-28-21:45:56,45,0,f5
2020-06-28-21:45:57,45,0,f5
2020-06-28-21:45:57,45,0,f5
2020-06-28-21:45:59,45,1,f5
2020-06-28-21:46:01,46,1,f5
2020-06-28-21:46:02,46,0,f5
2020-06-28-21:46:03,46,0,f5
2020-06-28-21:46:04,46,0,f5
2020-06-28-21:46:04,46,1,f5
2020-06-28-21:46:04,46,1,f5
2020-06-28-21:46:04,46,1,f5
2020-06-28-21:46:05,46,1,f5
2020-06-28-21:46:05,46,0,f5
2020-06-28-21:46:06,46,0,f5
2020-06-28-21:46:07,46,0,f5
2020-06-28-21:46:07,46,0,f5
2020-06-28-21:46:08,46,1,f5
2020-06-28-21:46:08,46,1,f5
2020-06-28-21:46:09,46,0,f5
2020-06-28-21:46:09,46,1,f5
2020-06-28-21:46:10,46,1,f5
2020-06-28-21:46:11,46,0,f5
2020-06-28-21:46:11,46,1,f5
2020-06-28-21:46:12,46,1,f5
2020-06-28-21:46:18,46,1,f5
2020-06-28-21:46:19,46,1,f5
2020-06-28-21:46:19,46,0,f5
2020-06-28-21:46:20,46,0,f5
2020-06-28-21:46:20,46,1,f5
2020-06-28-21:46:21,46,1,f5
2020-06-28-21:46:21,46,0,f5
2020-06-28-21:46:22,46,0,f5
2020-06-28-21:46:23,46,1,f5
2020-06-28-21:46:23,46,0,f5
2020-06-28-21:46:23,46,1,f5
2020-06-28-21:46:24,46,1,f5
2020-06-28-21:46:24,46,0,f5
2020-06-28-21:46:24,46,0,f5
2020-06-28-21:46:24,46,0,f5
2020-06-28-21:46:24,46,1,f5
2020-06-28-21:46:25,46,0,f5
2020-06-28-21:46:27,46,0,f5
2020-06-28-21:46:29,46,0,f5
2020-06-28-21:46:32,46,1,f5
2020-06-28-21:46:32,46,0,f5
2020-06-28-21:46:34,46,1,f5
2020-06-28-21:46:34,46,1,f5
2020-06-28-21:46:36,46,0,f5
2020-06-28-21:46:36,46,0,f5
2020-06-28-21:46:37,46,0,f5
2020-06-28-21:46:38,46,0,f5
2020-06-28-21:46:38,46,0,f5
2020-06-28-21:46:39,46,1,f5
2020-06-28-21:46:39,46,0,f5
2020-06-28-21:46:43,46,1,f5
2020-06-28-21:46:43,46,0,f5
2020-06-28-21:46:43,46,1,f5
2020-06-28-21:46:44,46,1,f5
2020-06-28-21:46:44,46,1,f5
2020-06-28-21:46:44,46,0,f5
2020-06-28-21:46:45,46,0,f5
2020-06-28-21:46:45,46,1,f5
2020-06-28-21:46:46,46,0,f5
2020-06-28-21:46:46,46,1,f5
2020-06-28-21:46:48,46,1,f5
2020-06-28-21:46:50,46,1,f5
2020-06-28-21:46:50,46,0,f5
2020-06-28-21:46:51,46,1,f5
2020-06-28-21:46:51,46,0,f5
2020-06-28-21:46:52,46,0,f5
2020-06-28-21:46:53,46,0,f5
2020-06-28-21:46:54,46,0,f5
2020-06-28-21:46:55,46,1,f5
2020-06-28-21:46:56,46,0,f5
2020-06-28-21:46:56,46,1,f5
2020-06-28-21:46:56,46,1,f5
2020-06-28-21:46:57,46,1,f5
2020-06-28-21:46:57,46,1,f5
2020-06-28-21:46:58,46,0,f5
2020-06-28-21:47:00,47,0,f5
2020-06-28-21:47:01,47,0,f5
2020-06-28-21:47:02,47,0,f5
2020-06-28-21:47:03,47,1,f5
2020-06-28-21:47:04,47,1,f5
2020-06-28-21:47:07,47,1,f5
2020-06-28-21:47:08,47,0,f5
2020-06-28-21:47:09,47,0,f5
2020-06-28-21:47:09,47,0,f5
2020-06-28-21:47:10,47,0,f5
2020-06-28-21:47:10,47,1,f5
2020-06-28-21:47:10,47,0,f5
2020-06-28-21:47:11,47,0,f5
2020-06-28-21:47:11,47,1,f5
2020-06-28-21:47:12,47,1,f5
2020-06-28-21:47:12,47,1,f5
2020-06-28-21:47:13,47,1,f5
2020-06-28-21:47:14,47,0,f5
2020-06-28-21:47:14,47,1,f5
2020-06-28-21:47:16,47,1,f5
2020-06-28-21:47:16,47,0,f5
2020-06-28-21:47:17,47,0,f5
2020-06-28-21:47:17,47,1,f5
2020-06-28-21:47:18,47,0,f5
2020-06-28-21:47:18,47,1,f5
2020-06-28-21:47:19,47,1,f5
2020-06-28-21:47:21,47,1,f5
2020-06-28-21:47:22,47,0,f5
2020-06-28-21:47:22,47,1,f5
2020-06-28-21:47:23,47,0,f5
2020-06-28-21:47:23,47,1,f5
2020-06-28-21:47:24,47,1,f5
2020-06-28-21:47:25,47,1,f5
2020-06-28-21:47:26,47,1,f5
2020-06-28-21:47:26,47,0,f5
2020-06-28-21:47:27,47,0,f5
2020-06-28-21:47:27,47,1,f5
2020-06-28-21:47:27,47,0,f5
2020-06-28-21:47:27,47,1,f5
2020-06-28-21:47:28,47,1,f5
2020-06-28-21:47:28,47,0,f5
2020-06-28-21:47:29,47,1,f5
2020-06-28-21:47:30,47,0,f5
2020-06-28-21:47:30,47,0,f5
2020-06-28-21:47:32,47,0,f5
2020-06-28-21:47:33,47,0,f5
2020-06-28-21:47:33,47,1,f5
2020-06-28-21:47:33,47,0,f5
2020-06-28-21:47:33,47,0,f5
2020-06-28-21:47:34,47,1,f5
2020-06-28-21:47:34,47,1,f5
2020-06-28-21:47:37,47,0,f5
2020-06-28-21:47:37,47,1,f5
2020-06-28-21:47:38,47,0,f5
2020-06-28-21:47:39,47,1,f5
2020-06-28-21:47:39,47,0,f5
2020-06-28-21:47:40,47,1,f5
2020-06-28-21:47:40,47,1,f5
2020-06-28-21:47:41,47,1,f5
2020-06-28-21:47:41,47,1,f5
2020-06-28-21:47:41,47,0,f5
2020-06-28-21:47:42,47,1,f5
2020-06-28-21:47:45,47,1,f5
2020-06-28-21:47:46,47,0,f5
2020-06-28-21:47:47,47,0,f5
2020-06-28-21:47:48,47,0,f5
2020-06-28-21:47:49,47,0,f5
2020-06-28-21:47:50,47,1,f5
2020-06-28-21:47:50,47,0,f5
2020-06-28-21:47:50,47,1,f5
2020-06-28-21:47:51,47,0,f5
2020-06-28-21:47:51,47,1,f5
2020-06-28-21:47:52,47,1,f5
2020-06-28-21:47:52,47,1,f5
2020-06-28-21:47:52,47,0,f5
2020-06-28-21:47:52,47,0,f5
2020-06-28-21:47:53,47,1,f5
2020-06-28-21:47:54,47,1,f5
2020-06-28-21:47:54,47,0,f5
2020-06-28-21:47:58,47,1,f5
2020-06-28-21:47:59,47,0,f5
2020-06-28-21:47:59,47,0,f5
2020-06-28-21:47:59,47,1,f5
2020-06-28-21:47:59,47,0,f5
2020-06-28-21:48:00,48,0,f5
2020-06-28-21:48:00,48,0,f5
2020-06-28-21:48:01,48,0,f5
2020-06-28-21:48:01,48,1,f5
2020-06-28-21:48:01,48,0,f5
2020-06-28-21:48:02,48,0,f5
2020-06-28-21:48:02,48,1,f5
2020-06-28-21:48:03,48,1,f5
2020-06-28-21:48:04,48,0,f5
2020-06-28-21:48:04,48,0,f5
2020-06-28-21:48:05,48,1,f5
2020-06-28-21:48:05,48,1,f5
2020-06-28-21:48:05,48,0,f5
2020-06-28-21:48:05,48,1,f5
2020-06-28-21:48:06,48,0,f5
2020-06-28-21:48:06,48,0,f5
2020-06-28-21:48:07,48,0,f5
2020-06-28-21:48:08,48,0,f5
2020-06-28-21:48:09,48,0,f5
2020-06-28-21:48:10,48,1,f5
2020-06-28-21:48:11,48,1,f5
2020-06-28-21:48:11,48,1,f5
2020-06-28-21:48:13,48,1,f5
2020-06-28-21:48:13,48,0,f5
2020-06-28-21:48:13,48,0,f5
2020-06-28-21:48:14,48,1,f5
2020-06-28-21:48:15,48,0,f5
2020-06-28-21:48:17,48,0,f5
2020-06-28-21:48:17,48,0,f5
2020-06-28-21:48:18,48,1,f5
2020-06-28-21:48:19,48,0,f5
2020-06-28-21:48:20,48,1,f5
2020-06-28-21:48:21,48,1,f5
2020-06-28-21:48:23,48,1,f5
2020-06-28-21:48:24,48,0,f5
2020-06-28-21:48:24,48,0,f5
2020-06-28-21:48:25,48,0,f5
2020-06-28-21:48:29,48,0,f5
2020-06-28-21:48:29,48,0,f5
2020-06-28-21:48:30,48,0,f5
2020-06-28-21:48:30,48,0,f5
2020-06-28-21:48:31,48,1,f5
2020-06-28-21:48:32,48,1,f5
2020-06-28-21:48:32,48,1,f5
2020-06-28-21:48:32,48,0,f5
2020-06-28-21:48:32,48,1,f5
2020-06-28-21:48:33,48,1,f5
2020-06-28-21:48:33,48,0,f5
2020-06-28-21:48:34,48,1,f5
2020-06-28-21:48:34,48,1,f5
2020-06-28-21:48:35,48,1,f5
2020-06-28-21:48:35,48,1,f5
2020-06-28-21:48:38,48,1,f5
2020-06-28-21:48:38,48,0,f5
2020-06-28-21:48:38,48,1,f5
2020-06-28-21:48:39,48,1,f5
2020-06-28-21:48:39,48,0,f5
2020-06-28-21:48:40,48,1,f5
2020-06-28-21:48:41,48,0,f5
2020-06-28-21:48:42,48,0,f5
2020-06-28-21:48:42,48,1,f5
2020-06-28-21:48:43,48,1,f5
2020-06-28-21:48:44,48,0,f5
2020-06-28-21:48:45,48,1,f5
2020-06-28-21:48:45,48,0,f5
2020-06-28-21:48:45,48,1,f5
2020-06-28-21:48:46,48,0,f5
2020-06-28-21:48:46,48,0,f5
2020-06-28-21:48:46,48,1,f5
2020-06-28-21:48:46,48,1,f5
2020-06-28-21:48:47,48,1,f5
2020-06-28-21:48:48,48,1,f5
2020-06-28-21:48:49,48,0,f5
2020-06-28-21:48:51,48,0,f5
2020-06-28-21:48:51,48,0,f5
2020-06-28-21:48:52,48,0,f5
2020-06-28-21:48:54,48,0,f5
2020-06-28-21:48:54,48,0,f5
2020-06-28-21:48:55,48,1,f5
2020-06-28-21:48:55,48,1,f5
2020-06-28-21:48:55,48,0,f5
2020-06-28-21:48:56,48,0,f5
2020-06-28-21:48:56,48,1,f5
2020-06-28-21:48:57,48,0,f5
2020-06-28-21:48:57,48,1,f5
2020-06-28-21:48:57,48,1,f5
2020-06-28-21:48:57,48,1,f5
2020-06-28-21:48:58,48,0,f5
2020-06-28-21:48:58,48,0,f5
2020-06-28-21:48:58,48,1,f5
2020-06-28-21:48:59,48,0,f5
2020-06-28-21:48:59,48,1,f5
2020-06-28-21:49:00,49,1,2020-06-28 21:49:00
2020-06-28-21:49:00,49,1,2020-06-28 21:49:00
2020-06-28-21:49:01,49,0,2020-06-28 21:49:01
2020-06-28-21:49:01,49,0,2020-06-28 21:49:01
2020-06-28-21:49:02,49,1,2020-06-28 21:49:02
2020-06-28-21:49:03,49,0,2020-06-28 21:49:03
2020-06-28-21:49:05,49,0,2020-06-28 21:49:05
2020-06-28-21:49:05,49,0,2020-06-28 21:49:05
2020-06-28-21:49:08,49,0,2020-06-28 21:49:08
2020-06-28-21:49:08,49,0,2020-06-28 21:49:08
2020-06-28-21:49:09,49,1,2020-06-28 21:49:09
2020-06-28-21:49:09,49,1,2020-06-28 21:49:09
2020-06-28-21:49:10,49,0,2020-06-28 21:49:10
2020-06-28-21:49:11,49,1,2020-06-28 21:49:11
2020-06-28-21:49:11,49,0,2020-06-28 21:49:11
2020-06-28-21:49:13,49,1,2020-06-28 21:49:13
2020-06-28-21:49:13,49,0,2020-06-28 21:49:13
2020-06-28-21:49:16,49,1,2020-06-28 21:49:16
2020-06-28-21:49:16,49,0,2020-06-28 21:49:16
2020-06-28-21:49:17,49,0,2020-06-28 21:49:17
2020-06-28-21:49:17,49,1,2020-06-28 21:49:17
2020-06-28-21:49:17,49,1,2020-06-28 21:49:17
2020-06-28-21:49:22,49,0,2020-06-28 21:49:22
2020-06-28-21:49:23,49,1,2020-06-28 21:49:23
2020-06-28-21:49:23,49,1,2020-06-28 21:49:23
2020-06-28-21:49:24,49,0,2020-06-28 21:49:24
2020-06-28-21:49:25,49,0,2020-06-28 21:49:25
2020-06-28-21:49:26,49,1,2020-06-28 21:49:26
2020-06-28-21:49:26,49,1,2020-06-28 21:49:26
2020-06-28-21:49:28,49,0,2020-06-28 21:49:28
2020-06-28-21:49:29,49,1,2020-06-28 21:49:29
2020-06-28-21:49:32,49,1,2020-06-28 21:49:32
2020-06-28-21:49:33,49,0,2020-06-28 21:49:33
