Date_Time,Minute,Status,Min_Class
51130,2020-07-01-13:05:26,5,1,f1
51131,2020-07-01-13:05:26,5,1,f1
51132,2020-07-01-13:05:27,5,0,f1
51133,2020-07-01-13:05:29,5,0,f1
51134,2020-07-01-13:05:29,5,0,f1
51135,2020-07-01-13:05:30,5,1,f1
51136,2020-07-01-13:05:30,5,1,f1
51137,2020-07-01-13:05:31,5,0,f1
51138,2020-07-01-13:05:31,5,1,f1
51139,2020-07-01-13:05:32,5,0,f1
51140,2020-07-01-13:05:32,5,1,f1
51141,2020-07-01-13:05:33,5,0,f1
51142,2020-07-01-13:05:34,5,0,f1
51143,2020-07-01-13:05:35,5,0,f1
51144,2020-07-01-13:05:36,5,0,f1
51145,2020-07-01-13:05:37,5,0,f1
51146,2020-07-01-13:05:37,5,0,f1
51147,2020-07-01-13:05:38,5,1,f1
51148,2020-07-01-13:05:39,5,0,f1
51149,2020-07-01-13:05:40,5,0,f1
51150,2020-07-01-13:05:41,5,1,f1
51151,2020-07-01-13:05:41,5,0,f1
51152,2020-07-01-13:05:42,5,0,f1
51153,2020-07-01-13:05:43,5,1,f1
51154,2020-07-01-13:05:45,5,1,f1
51155,2020-07-01-13:05:46,5,1,f1
51156,2020-07-01-13:05:47,5,1,f1
51157,2020-07-01-13:05:47,5,1,f1
51158,2020-07-01-13:05:48,5,1,f1
51159,2020-07-01-13:05:49,5,0,f1
51160,2020-07-01-13:05:49,5,0,f1
51161,2020-07-01-13:05:52,5,1,f1
51162,2020-07-01-13:05:54,5,1,f1
51163,2020-07-01-13:05:55,5,1,f1
51164,2020-07-01-13:05:59,5,0,f1
51165,2020-07-01-13:06:02,6,1,f1
51166,2020-07-01-13:06:06,6,0,f1
51167,2020-07-01-13:06:07,6,0,f1
51168,2020-07-01-13:06:09,6,0,f1
51169,2020-07-01-13:06:10,6,1,f1
51170,2020-07-01-13:06:10,6,1,f1
51171,2020-07-01-13:06:11,6,1,f1
51172,2020-07-01-13:06:11,6,0,f1
51173,2020-07-01-13:06:12,6,1,f1
51174,2020-07-01-13:06:14,6,0,f1
51175,2020-07-01-13:06:14,6,1,f1
51176,2020-07-01-13:06:15,6,1,f1
51177,2020-07-01-13:06:16,6,1,f1
51178,2020-07-01-13:06:17,6,1,f1
51179,2020-07-01-13:06:19,6,0,f1
51180,2020-07-01-13:06:20,6,0,f1
51181,2020-07-01-13:06:21,6,0,f1
51182,2020-07-01-13:06:23,6,1,f1
51183,2020-07-01-13:06:23,6,1,f1
51184,2020-07-01-13:06:25,6,1,f1
51185,2020-07-01-13:06:25,6,1,f1
51186,2020-07-01-13:06:27,6,1,f1
51187,2020-07-01-13:06:28,6,0,f1
51188,2020-07-01-13:06:29,6,0,f1
51189,2020-07-01-13:06:29,6,1,f1
51190,2020-07-01-13:06:30,6,0,f1
51191,2020-07-01-13:06:30,6,1,f1
51192,2020-07-01-13:06:31,6,1,f1
51193,2020-07-01-13:06:31,6,0,f1
51194,2020-07-01-13:06:32,6,1,f1
51195,2020-07-01-13:06:32,6,1,f1
51196,2020-07-01-13:06:33,6,0,f1
51197,2020-07-01-13:06:33,6,0,f1
51198,2020-07-01-13:06:34,6,1,f1
51199,2020-07-01-13:06:35,6,0,f1
51200,2020-07-01-13:06:35,6,0,f1
51201,2020-07-01-13:06:36,6,0,f1
51202,2020-07-01-13:06:36,6,1,f1
51203,2020-07-01-13:06:37,6,0,f1
51204,2020-07-01-13:06:37,6,0,f1
51205,2020-07-01-13:06:38,6,0,f1
51206,2020-07-01-13:06:38,6,0,f1
51207,2020-07-01-13:06:39,6,0,f1
51208,2020-07-01-13:06:39,6,1,f1
51209,2020-07-01-13:06:40,6,1,f1
51210,2020-07-01-13:06:40,6,1,f1
51211,2020-07-01-13:06:41,6,0,f1
51212,2020-07-01-13:06:41,6,1,f1
51213,2020-07-01-13:06:42,6,0,f1
51214,2020-07-01-13:06:42,6,1,f1
51215,2020-07-01-13:06:46,6,0,f1
51216,2020-07-01-13:06:48,6,0,f1
51217,2020-07-01-13:06:49,6,1,f1
51218,2020-07-01-13:06:52,6,1,f1
51219,2020-07-01-13:06:54,6,0,f1
51220,2020-07-01-13:06:54,6,1,f1
51221,2020-07-01-13:06:56,6,1,f1
51222,2020-07-01-13:07:02,7,0,f1
51223,2020-07-01-13:07:02,7,1,f1
51224,2020-07-01-13:07:03,7,0,f1
51225,2020-07-01-13:07:03,7,0,f1
51226,2020-07-01-13:07:04,7,0,f1
51227,2020-07-01-13:07:04,7,0,f1
51228,2020-07-01-13:07:06,7,1,f1
51229,2020-07-01-13:07:06,7,1,f1
51230,2020-07-01-13:07:07,7,0,f1
51231,2020-07-01-13:07:10,7,0,f1
51232,2020-07-01-13:07:11,7,1,f1
51233,2020-07-01-13:07:12,7,1,f1
51234,2020-07-01-13:07:12,7,1,f1
51235,2020-07-01-13:07:13,7,1,f1
51236,2020-07-01-13:07:13,7,0,f1
51237,2020-07-01-13:07:14,7,0,f1
51238,2020-07-01-13:07:14,7,0,f1
51239,2020-07-01-13:07:15,7,0,f1
51240,2020-07-01-13:07:15,7,0,f1
51241,2020-07-01-13:07:16,7,1,f1
51242,2020-07-01-13:07:17,7,1,f1
51243,2020-07-01-13:07:18,7,0,f1
51244,2020-07-01-13:07:18,7,1,f1
51245,2020-07-01-13:07:21,7,1,f1
51246,2020-07-01-13:07:23,7,0,f1
51247,2020-07-01-13:07:24,7,0,f1
51248,2020-07-01-13:07:26,7,0,f1
51249,2020-07-01-13:07:27,7,0,f1
51250,2020-07-01-13:07:28,7,0,f1
51251,2020-07-01-13:07:29,7,1,f1
51252,2020-07-01-13:07:30,7,0,f1
51253,2020-07-01-13:07:31,7,1,f1
51254,2020-07-01-13:07:32,7,1,f1
51255,2020-07-01-13:07:33,7,0,f1
51256,2020-07-01-13:07:33,7,1,f1
51257,2020-07-01-13:07:34,7,1,f1
51258,2020-07-01-13:07:34,7,1,f1
51259,2020-07-01-13:07:37,7,0,f1
51260,2020-07-01-13:07:38,7,1,f1
51261,2020-07-01-13:07:39,7,0,f1
51262,2020-07-01-13:07:41,7,0,f1
51263,2020-07-01-13:07:42,7,1,f1
51264,2020-07-01-13:07:42,7,1,f1
51265,2020-07-01-13:07:43,7,1,f1
51266,2020-07-01-13:07:43,7,1,f1
51267,2020-07-01-13:07:44,7,0,f1
51268,2020-07-01-13:07:44,7,0,f1
51269,2020-07-01-13:07:45,7,1,f1
51270,2020-07-01-13:07:47,7,1,f1
51271,2020-07-01-13:07:47,7,1,f1
51272,2020-07-01-13:07:49,7,1,f1
51273,2020-07-01-13:07:49,7,1,f1
51274,2020-07-01-13:07:50,7,1,f1
51275,2020-07-01-13:07:50,7,0,f1
51276,2020-07-01-13:07:51,7,1,f1
51277,2020-07-01-13:07:51,7,1,f1
51278,2020-07-01-13:07:52,7,1,f1
51279,2020-07-01-13:07:52,7,0,f1
51280,2020-07-01-13:07:53,7,0,f1
51281,2020-07-01-13:07:53,7,0,f1
51282,2020-07-01-13:07:54,7,0,f1
51283,2020-07-01-13:07:54,7,1,f1
51284,2020-07-01-13:07:55,7,0,f1
51285,2020-07-01-13:07:55,7,0,f1
51286,2020-07-01-13:07:56,7,0,f1
51287,2020-07-01-13:07:56,7,1,f1
51288,2020-07-01-13:07:57,7,1,f1
51289,2020-07-01-13:07:57,7,1,f1
51290,2020-07-01-13:08:00,8,0,f1
51291,2020-07-01-13:08:02,8,0,f1
51292,2020-07-01-13:08:03,8,1,f1
51293,2020-07-01-13:08:05,8,1,f1
51294,2020-07-01-13:08:05,8,1,f1
51295,2020-07-01-13:08:06,8,0,f1
51296,2020-07-01-13:08:07,8,0,f1
51297,2020-07-01-13:08:07,8,0,f1
51298,2020-07-01-13:08:07,8,0,f1
51299,2020-07-01-13:08:08,8,1,f1
51300,2020-07-01-13:08:09,8,1,f1
51301,2020-07-01-13:08:09,8,1,f1
51302,2020-07-01-13:08:10,8,0,f1
51303,2020-07-01-13:08:11,8,1,f1
51304,2020-07-01-13:08:11,8,1,f1
51305,2020-07-01-13:08:12,8,1,f1
51306,2020-07-01-13:08:12,8,1,f1
51307,2020-07-01-13:08:15,8,1,f1
51308,2020-07-01-13:08:16,8,1,f1
51309,2020-07-01-13:08:18,8,0,f1
51310,2020-07-01-13:08:18,8,1,f1
51311,2020-07-01-13:08:19,8,1,f1
51312,2020-07-01-13:08:20,8,0,f1
51313,2020-07-01-13:08:21,8,1,f1
51314,2020-07-01-13:08:21,8,1,f1
51315,2020-07-01-13:08:22,8,0,f1
51316,2020-07-01-13:08:22,8,0,f1
51317,2020-07-01-13:08:22,8,0,f1
51318,2020-07-01-13:08:23,8,1,f1
51319,2020-07-01-13:08:24,8,1,f1
51320,2020-07-01-13:08:24,8,0,f1
51321,2020-07-01-13:08:24,8,0,f1
51322,2020-07-01-13:08:25,8,1,f1
51323,2020-07-01-13:08:25,8,0,f1
51324,2020-07-01-13:08:26,8,0,f1
51325,2020-07-01-13:08:27,8,0,f1
51326,2020-07-01-13:08:27,8,1,f1
51327,2020-07-01-13:08:28,8,1,f1
51328,2020-07-01-13:08:28,8,0,f1
51329,2020-07-01-13:08:29,8,1,f1
51330,2020-07-01-13:08:29,8,1,f1
51331,2020-07-01-13:08:30,8,0,f1
51332,2020-07-01-13:08:30,8,1,f1
51333,2020-07-01-13:08:31,8,0,f1
51334,2020-07-01-13:08:31,8,1,f1
51335,2020-07-01-13:08:32,8,1,f1
51336,2020-07-01-13:08:32,8,1,f1
51337,2020-07-01-13:08:33,8,1,f1
51338,2020-07-01-13:08:33,8,1,f1
51339,2020-07-01-13:08:34,8,0,f1
51340,2020-07-01-13:08:34,8,1,f1
51341,2020-07-01-13:08:35,8,1,f1
51342,2020-07-01-13:08:35,8,0,f1
51343,2020-07-01-13:08:36,8,0,f1
51344,2020-07-01-13:08:36,8,0,f1
51345,2020-07-01-13:08:37,8,0,f1
51346,2020-07-01-13:08:37,8,1,f1
51347,2020-07-01-13:08:38,8,1,f1
51348,2020-07-01-13:08:38,8,1,f1
51349,2020-07-01-13:08:39,8,1,f1
51350,2020-07-01-13:08:39,8,1,f1
51351,2020-07-01-13:08:40,8,0,f1
51352,2020-07-01-13:08:40,8,0,f1
51353,2020-07-01-13:08:41,8,1,f1
51354,2020-07-01-13:08:41,8,1,f1
51355,2020-07-01-13:08:42,8,0,f1
51356,2020-07-01-13:08:42,8,0,f1
51357,2020-07-01-13:08:43,8,0,f1
51358,2020-07-01-13:08:43,8,1,f1
51359,2020-07-01-13:08:44,8,1,f1
51360,2020-07-01-13:08:44,8,1,f1
51361,2020-07-01-13:08:45,8,1,f1
51362,2020-07-01-13:08:45,8,0,f1
51363,2020-07-01-13:08:46,8,1,f1
51364,2020-07-01-13:08:46,8,1,f1
51365,2020-07-01-13:08:47,8,1,f1
51366,2020-07-01-13:08:48,8,1,f1
51367,2020-07-01-13:08:49,8,1,f1
51368,2020-07-01-13:08:50,8,1,f1
51369,2020-07-01-13:08:50,8,1,f1
51370,2020-07-01-13:08:51,8,0,f1
51371,2020-07-01-13:08:51,8,0,f1
51372,2020-07-01-13:08:52,8,1,f1
51373,2020-07-01-13:08:52,8,1,f1
51374,2020-07-01-13:08:53,8,0,f1
51375,2020-07-01-13:08:53,8,1,f1
51376,2020-07-01-13:08:54,8,1,f1
51377,2020-07-01-13:08:55,8,0,f1
51378,2020-07-01-13:08:57,8,1,f1
51379,2020-07-01-13:08:59,8,1,f1
51380,2020-07-01-13:09:00,9,1,2020-07-01 13:09:00
51381,2020-07-01-13:09:01,9,0,2020-07-01 13:09:01
51382,2020-07-01-13:09:01,9,1,2020-07-01 13:09:01
51383,2020-07-01-13:09:02,9,0,2020-07-01 13:09:02
51384,2020-07-01-13:09:02,9,0,2020-07-01 13:09:02
51385,2020-07-01-13:09:03,9,0,2020-07-01 13:09:03
51386,2020-07-01-13:09:03,9,1,2020-07-01 13:09:03
51387,2020-07-01-13:09:04,9,1,2020-07-01 13:09:04
51388,2020-07-01-13:09:06,9,1,2020-07-01 13:09:06
51389,2020-07-01-13:09:06,9,1,2020-07-01 13:09:06
51390,2020-07-01-13:09:07,9,1,2020-07-01 13:09:07
51391,2020-07-01-13:09:07,9,0,2020-07-01 13:09:07
51392,2020-07-01-13:09:08,9,1,2020-07-01 13:09:08
51393,2020-07-01-13:09:08,9,1,2020-07-01 13:09:08
51394,2020-07-01-13:09:09,9,1,2020-07-01 13:09:09
51395,2020-07-01-13:09:09,9,0,2020-07-01 13:09:09
51396,2020-07-01-13:09:10,9,1,2020-07-01 13:09:10
51397,2020-07-01-13:09:11,9,0,2020-07-01 13:09:11
51398,2020-07-01-13:09:11,9,1,2020-07-01 13:09:11
51399,2020-07-01-13:09:12,9,1,2020-07-01 13:09:12
51400,2020-07-01-13:09:12,9,1,2020-07-01 13:09:12
51401,2020-07-01-13:09:14,9,1,2020-07-01 13:09:14
51402,2020-07-01-13:09:14,9,0,2020-07-01 13:09:14
51403,2020-07-01-13:09:15,9,0,2020-07-01 13:09:15
51404,2020-07-01-13:09:16,9,0,2020-07-01 13:09:16
51405,2020-07-01-13:09:16,9,1,2020-07-01 13:09:16
51406,2020-07-01-13:09:17,9,0,2020-07-01 13:09:17
51407,2020-07-01-13:09:17,9,0,2020-07-01 13:09:17
51408,2020-07-01-13:09:18,9,0,2020-07-01 13:09:18
51409,2020-07-01-13:09:18,9,0,2020-07-01 13:09:18
51410,2020-07-01-13:09:19,9,1,2020-07-01 13:09:19
51411,2020-07-01-13:09:19,9,0,2020-07-01 13:09:19
51412,2020-07-01-13:09:20,9,0,2020-07-01 13:09:20
51413,2020-07-01-13:09:20,9,1,2020-07-01 13:09:20
51414,2020-07-01-13:09:21,9,1,2020-07-01 13:09:21
51415,2020-07-01-13:09:21,9,0,2020-07-01 13:09:21
51416,2020-07-01-13:09:22,9,1,2020-07-01 13:09:22
51417,2020-07-01-13:09:22,9,0,2020-07-01 13:09:22
51418,2020-07-01-13:09:23,9,1,2020-07-01 13:09:23
51419,2020-07-01-13:09:23,9,0,2020-07-01 13:09:23
51420,2020-07-01-13:09:24,9,0,2020-07-01 13:09:24
51421,2020-07-01-13:09:25,9,1,2020-07-01 13:09:25
51422,2020-07-01-13:09:26,9,1,2020-07-01 13:09:26
51423,2020-07-01-13:09:27,9,0,2020-07-01 13:09:27
51424,2020-07-01-13:09:28,9,0,2020-07-01 13:09:28
51425,2020-07-01-13:09:28,9,1,2020-07-01 13:09:28
51426,2020-07-01-13:09:30,9,0,2020-07-01 13:09:30
51427,2020-07-01-13:09:31,9,1,2020-07-01 13:09:31
51428,2020-07-01-13:09:32,9,0,2020-07-01 13:09:32
51429,2020-07-01-13:09:34,9,1,2020-07-01 13:09:34
51430,2020-07-01-13:09:35,9,1,2020-07-01 13:09:35
51431,2020-07-01-13:09:37,9,0,2020-07-01 13:09:37
51432,2020-07-01-13:09:38,9,0,2020-07-01 13:09:38
51433,2020-07-01-13:09:38,9,1,2020-07-01 13:09:38
51434,2020-07-01-13:09:41,9,0,2020-07-01 13:09:41
51435,2020-07-01-13:09:41,9,0,2020-07-01 13:09:41
51436,2020-07-01-13:09:42,9,1,2020-07-01 13:09:42
51437,2020-07-01-13:09:42,9,0,2020-07-01 13:09:42
51438,2020-07-01-13:09:43,9,0,2020-07-01 13:09:43
51439,2020-07-01-13:09:43,9,0,2020-07-01 13:09:43
51440,2020-07-01-13:09:44,9,0,2020-07-01 13:09:44
51441,2020-07-01-13:09:44,9,1,2020-07-01 13:09:44
51442,2020-07-01-13:09:45,9,1,2020-07-01 13:09:45
51443,2020-07-01-13:09:46,9,1,2020-07-01 13:09:46
51444,2020-07-01-13:09:47,9,0,2020-07-01 13:09:47
51445,2020-07-01-13:09:47,9,0,2020-07-01 13:09:47
51446,2020-07-01-13:09:48,9,0,2020-07-01 13:09:48
51447,2020-07-01-13:09:48,9,0,2020-07-01 13:09:48
51448,2020-07-01-13:09:49,9,1,2020-07-01 13:09:49
51449,2020-07-01-13:09:49,9,0,2020-07-01 13:09:49
51450,2020-07-01-13:09:50,9,0,2020-07-01 13:09:50
51451,2020-07-01-13:09:50,9,1,2020-07-01 13:09:50
51452,2020-07-01-13:09:51,9,1,2020-07-01 13:09:51
51453,2020-07-01-13:09:53,9,0,2020-07-01 13:09:53
51454,2020-07-01-13:09:55,9,0,2020-07-01 13:09:55
51455,2020-07-01-13:09:55,9,1,2020-07-01 13:09:55
51456,2020-07-01-13:09:56,9,0,2020-07-01 13:09:56
51457,2020-07-01-13:09:56,9,0,2020-07-01 13:09:56
51458,2020-07-01-13:09:57,9,0,2020-07-01 13:09:57
51459,2020-07-01-13:09:57,9,1,2020-07-01 13:09:57
51460,2020-07-01-13:09:58,9,0,2020-07-01 13:09:58
51461,2020-07-01-13:09:58,9,0,2020-07-01 13:09:58
51462,2020-07-01-13:10:01,10,0,f2
51463,2020-07-01-13:10:01,10,0,f2
51464,2020-07-01-13:10:02,10,1,f2
51465,2020-07-01-13:10:03,10,0,f2
51466,2020-07-01-13:10:04,10,0,f2
51467,2020-07-01-13:10:04,10,1,f2
51468,2020-07-01-13:10:05,10,1,f2
51469,2020-07-01-13:10:05,10,0,f2
51470,2020-07-01-13:10:06,10,1,f2
51471,2020-07-01-13:10:07,10,0,f2
51472,2020-07-01-13:10:08,10,1,f2
51473,2020-07-01-13:10:08,10,0,f2
51474,2020-07-01-13:10:09,10,0,f2
51475,2020-07-01-13:10:10,10,0,f2
51476,2020-07-01-13:10:11,10,0,f2
51477,2020-07-01-13:10:11,10,0,f2
51478,2020-07-01-13:10:14,10,0,f2
51479,2020-07-01-13:10:15,10,1,f2
51480,2020-07-01-13:10:15,10,0,f2
51481,2020-07-01-13:10:16,10,0,f2
51482,2020-07-01-13:10:18,10,0,f2
51483,2020-07-01-13:10:19,10,1,f2
51484,2020-07-01-13:10:19,10,1,f2
51485,2020-07-01-13:10:20,10,0,f2
51486,2020-07-01-13:10:21,10,0,f2
51487,2020-07-01-13:10:21,10,1,f2
51488,2020-07-01-13:10:22,10,0,f2
51489,2020-07-01-13:10:22,10,0,f2
51490,2020-07-01-13:10:23,10,1,f2
51491,2020-07-01-13:10:23,10,0,f2
51492,2020-07-01-13:10:24,10,1,f2
51493,2020-07-01-13:10:26,10,1,f2
51494,2020-07-01-13:10:26,10,0,f2
51495,2020-07-01-13:10:27,10,1,f2
51496,2020-07-01-13:10:27,10,1,f2
51497,2020-07-01-13:10:28,10,0,f2
51498,2020-07-01-13:10:28,10,1,f2
51499,2020-07-01-13:10:29,10,0,f2
51500,2020-07-01-13:10:29,10,0,f2
51501,2020-07-01-13:10:30,10,0,f2
51502,2020-07-01-13:10:30,10,1,f2
51503,2020-07-01-13:10:31,10,1,f2
51504,2020-07-01-13:10:31,10,1,f2
51505,2020-07-01-13:10:33,10,0,f2
51506,2020-07-01-13:10:34,10,1,f2
51507,2020-07-01-13:10:34,10,1,f2
51508,2020-07-01-13:10:36,10,1,f2
51509,2020-07-01-13:10:37,10,0,f2
51510,2020-07-01-13:10:38,10,1,f2
51511,2020-07-01-13:10:40,10,0,f2
51512,2020-07-01-13:10:40,10,1,f2
51513,2020-07-01-13:10:41,10,1,f2
51514,2020-07-01-13:10:42,10,0,f2
51515,2020-07-01-13:10:42,10,0,f2
51516,2020-07-01-13:10:43,10,0,f2
51517,2020-07-01-13:10:44,10,1,f2
51518,2020-07-01-13:10:44,10,1,f2
51519,2020-07-01-13:10:45,10,1,f2
51520,2020-07-01-13:10:46,10,0,f2
51521,2020-07-01-13:10:46,10,0,f2
51522,2020-07-01-13:10:47,10,0,f2
51523,2020-07-01-13:10:47,10,1,f2
51524,2020-07-01-13:10:48,10,1,f2
51525,2020-07-01-13:10:48,10,1,f2
51526,2020-07-01-13:10:49,10,1,f2
51527,2020-07-01-13:10:49,10,1,f2
51528,2020-07-01-13:10:50,10,0,f2
51529,2020-07-01-13:10:52,10,0,f2
51530,2020-07-01-13:10:53,10,1,f2
51531,2020-07-01-13:10:53,10,1,f2
51532,2020-07-01-13:10:54,10,0,f2
51533,2020-07-01-13:10:55,10,1,f2
51534,2020-07-01-13:10:55,10,0,f2
51535,2020-07-01-13:10:56,10,1,f2
51536,2020-07-01-13:10:59,10,0,f2
51537,2020-07-01-13:11:00,11,0,f2
51538,2020-07-01-13:11:00,11,1,f2
51539,2020-07-01-13:11:04,11,0,f2
51540,2020-07-01-13:11:08,11,0,f2
51541,2020-07-01-13:11:08,11,1,f2
51542,2020-07-01-13:11:08,11,1,f2
51543,2020-07-01-13:11:10,11,1,f2
51544,2020-07-01-13:11:11,11,0,f2
51545,2020-07-01-13:11:12,11,1,f2
51546,2020-07-01-13:11:13,11,0,f2
51547,2020-07-01-13:11:14,11,0,f2
51548,2020-07-01-13:11:14,11,1,f2
51549,2020-07-01-13:11:15,11,0,f2
51550,2020-07-01-13:11:15,11,1,f2
51551,2020-07-01-13:11:16,11,1,f2
51552,2020-07-01-13:11:17,11,1,f2
51553,2020-07-01-13:11:17,11,0,f2
51554,2020-07-01-13:11:18,11,0,f2
51555,2020-07-01-13:11:18,11,0,f2
51556,2020-07-01-13:11:19,11,1,f2
51557,2020-07-01-13:11:20,11,0,f2
51558,2020-07-01-13:11:20,11,1,f2
51559,2020-07-01-13:11:21,11,0,f2
51560,2020-07-01-13:11:23,11,0,f2
51561,2020-07-01-13:11:23,11,1,f2
51562,2020-07-01-13:11:23,11,1,f2
51563,2020-07-01-13:11:24,11,1,f2
51564,2020-07-01-13:11:25,11,1,f2
51565,2020-07-01-13:11:25,11,0,f2
51566,2020-07-01-13:11:26,11,1,f2
51567,2020-07-01-13:11:26,11,0,f2
51568,2020-07-01-13:11:27,11,0,f2
51569,2020-07-01-13:11:27,11,1,f2
51570,2020-07-01-13:11:28,11,0,f2
51571,2020-07-01-13:11:28,11,0,f2
51572,2020-07-01-13:11:29,11,1,f2
51573,2020-07-01-13:11:29,11,1,f2
51574,2020-07-01-13:11:30,11,1,f2
51575,2020-07-01-13:11:30,11,0,f2
51576,2020-07-01-13:11:31,11,1,f2
51577,2020-07-01-13:11:31,11,0,f2
51578,2020-07-01-13:11:32,11,1,f2
51579,2020-07-01-13:11:32,11,0,f2
51580,2020-07-01-13:11:33,11,1,f2
51581,2020-07-01-13:11:34,11,1,f2
51582,2020-07-01-13:11:36,11,0,f2
51583,2020-07-01-13:11:38,11,1,f2
51584,2020-07-01-13:11:39,11,0,f2
51585,2020-07-01-13:11:40,11,1,f2
51586,2020-07-01-13:11:41,11,0,f2
51587,2020-07-01-13:11:41,11,1,f2
51588,2020-07-01-13:11:42,11,1,f2
51589,2020-07-01-13:11:43,11,0,f2
51590,2020-07-01-13:11:43,11,1,f2
51591,2020-07-01-13:11:44,11,0,f2
51592,2020-07-01-13:11:45,11,1,f2
51593,2020-07-01-13:11:45,11,0,f2
51594,2020-07-01-13:11:46,11,1,f2
51595,2020-07-01-13:11:47,11,1,f2
51596,2020-07-01-13:11:48,11,0,f2
51597,2020-07-01-13:11:49,11,1,f2
51598,2020-07-01-13:11:50,11,0,f2
51599,2020-07-01-13:11:51,11,1,f2
51600,2020-07-01-13:11:52,11,1,f2
51601,2020-07-01-13:11:52,11,0,f2
51602,2020-07-01-13:11:53,11,1,f2
51603,2020-07-01-13:11:53,11,0,f2
51604,2020-07-01-13:11:54,11,0,f2
51605,2020-07-01-13:11:54,11,1,f2
51606,2020-07-01-13:11:55,11,0,f2
51607,2020-07-01-13:11:55,11,0,f2
51608,2020-07-01-13:11:56,11,0,f2
51609,2020-07-01-13:11:56,11,0,f2
51610,2020-07-01-13:11:57,11,1,f2
51611,2020-07-01-13:11:57,11,1,f2
51612,2020-07-01-13:11:58,11,0,f2
51613,2020-07-01-13:11:58,11,1,f2
51614,2020-07-01-13:11:59,11,0,f2
51615,2020-07-01-13:12:00,12,1,f2
51616,2020-07-01-13:12:01,12,0,f2
51617,2020-07-01-13:12:01,12,0,f2
51618,2020-07-01-13:12:02,12,0,f2
51619,2020-07-01-13:12:03,12,1,f2
51620,2020-07-01-13:12:03,12,1,f2
51621,2020-07-01-13:12:04,12,1,f2
51622,2020-07-01-13:12:04,12,1,f2
51623,2020-07-01-13:12:05,12,1,f2
51624,2020-07-01-13:12:06,12,0,f2
51625,2020-07-01-13:12:07,12,1,f2
51626,2020-07-01-13:12:08,12,1,f2
51627,2020-07-01-13:12:09,12,0,f2
51628,2020-07-01-13:12:09,12,1,f2
51629,2020-07-01-13:12:10,12,1,f2
51630,2020-07-01-13:12:11,12,1,f2
51631,2020-07-01-13:12:12,12,0,f2
51632,2020-07-01-13:12:15,12,1,f2
51633,2020-07-01-13:12:15,12,0,f2
51634,2020-07-01-13:12:16,12,1,f2
51635,2020-07-01-13:12:16,12,0,f2
51636,2020-07-01-13:12:17,12,0,f2
51637,2020-07-01-13:12:18,12,1,f2
51638,2020-07-01-13:12:20,12,0,f2
51639,2020-07-01-13:12:21,12,0,f2
51640,2020-07-01-13:12:21,12,0,f2
51641,2020-07-01-13:12:22,12,0,f2
51642,2020-07-01-13:12:23,12,0,f2
51643,2020-07-01-13:12:23,12,1,f2
51644,2020-07-01-13:12:26,12,0,f2
51645,2020-07-01-13:12:27,12,0,f2
51646,2020-07-01-13:12:27,12,1,f2
51647,2020-07-01-13:12:28,12,1,f2
51648,2020-07-01-13:12:29,12,1,f2
51649,2020-07-01-13:12:29,12,1,f2
51650,2020-07-01-13:12:30,12,1,f2
51651,2020-07-01-13:12:32,12,0,f2
51652,2020-07-01-13:12:33,12,0,f2
51653,2020-07-01-13:12:33,12,1,f2
51654,2020-07-01-13:12:35,12,0,f2
51655,2020-07-01-13:12:35,12,1,f2
51656,2020-07-01-13:12:36,12,0,f2
51657,2020-07-01-13:12:37,12,1,f2
51658,2020-07-01-13:12:38,12,1,f2
51659,2020-07-01-13:12:39,12,1,f2
51660,2020-07-01-13:12:39,12,0,f2
51661,2020-07-01-13:12:40,12,0,f2
51662,2020-07-01-13:12:40,12,1,f2
51663,2020-07-01-13:12:42,12,1,f2
51664,2020-07-01-13:12:42,12,0,f2
51665,2020-07-01-13:12:43,12,0,f2
51666,2020-07-01-13:12:43,12,1,f2
51667,2020-07-01-13:12:44,12,1,f2
51668,2020-07-01-13:12:45,12,0,f2
51669,2020-07-01-13:12:45,12,0,f2
51670,2020-07-01-13:12:46,12,0,f2
51671,2020-07-01-13:12:46,12,1,f2
51672,2020-07-01-13:12:48,12,0,f2
51673,2020-07-01-13:12:49,12,0,f2
51674,2020-07-01-13:12:49,12,1,f2
51675,2020-07-01-13:12:50,12,0,f2
51676,2020-07-01-13:12:50,12,0,f2
51677,2020-07-01-13:12:51,12,1,f2
51678,2020-07-01-13:12:53,12,0,f2
51679,2020-07-01-13:12:55,12,1,f2
51680,2020-07-01-13:12:55,12,1,f2
51681,2020-07-01-13:12:56,12,1,f2
51682,2020-07-01-13:12:57,12,1,f2
51683,2020-07-01-13:12:58,12,0,f2
51684,2020-07-01-13:12:58,12,0,f2
51685,2020-07-01-13:12:59,12,0,f2
51686,2020-07-01-13:12:59,12,0,f2
51687,2020-07-01-13:13:01,13,0,f2
51688,2020-07-01-13:13:01,13,1,f2
51689,2020-07-01-13:13:03,13,0,f2
51690,2020-07-01-13:13:03,13,1,f2
51691,2020-07-01-13:13:04,13,0,f2
51692,2020-07-01-13:13:05,13,1,f2
51693,2020-07-01-13:13:05,13,0,f2
51694,2020-07-01-13:13:07,13,1,f2
51695,2020-07-01-13:13:07,13,1,f2
51696,2020-07-01-13:13:08,13,0,f2
51697,2020-07-01-13:13:08,13,1,f2
51698,2020-07-01-13:13:10,13,0,f2
51699,2020-07-01-13:13:11,13,0,f2
51700,2020-07-01-13:13:12,13,1,f2
51701,2020-07-01-13:13:12,13,1,f2
